_id,description,enDescription,course_name,professor,courseObj.lectureLanguage,courseObj.typeOfCredit,label
630cf1b940e337e60fce0309,考試太難了,the exam is too difficult,803,94,3,1,0.00035965442657470703
630cf1b940e337e60fce0450,老師超棒！排球很好玩！,The teacher is great! Volleyball is fun!,138,98,0,1,0.9998730421066284
630cf1b940e337e60fce0451,排球雖然不是我擅長的項目，但是每次上完課之後我都感覺我自己的排球的實力在進步。老師的教學非常容易理解，而且老師也非常願意個別協助像我這種肢體不協調的學生，雖然不擅長，但是多虧老師的耐心教導，我感覺自己越來越喜歡排球。,"Although volleyball is not an item I am good at, I feel that my own volleyball strength is improving after every class. The teacher's teaching is very easy to understand, and the teacher is also very willing to individually assist students like me who are physically uncoordinated. Although I am not good at it, thanks to the teacher's patient teaching, I feel that I like volleyball more and more.",138,98,0,1,0.9985228180885315
630cf1b940e337e60fce0412,謝謝老師一學期的教導和照顧~><,Thank you teacher for teaching and caring for a semester~><,138,98,0,1,0.9995585083961487
630cf1b940e337e60fce0336,老師很棒,great teacher,792,93,0,1,0.9998414516448975
630cf1b940e337e60fce035e,這堂課的優點： 1.接觸多個所得稅議題：課程設計上，會讓同學針對數個所得稅議題（比如扣除額的存廢、擴大書審制度）進行線上發言，讓同學從理論及實務的角度評析，這使得同學對這些議題更加熟悉。 2.周老師是很和善的一位師長，很願意在課程中及課後與同學進行互動 非常感謝老師本學期的教導，也推薦有興趣的同學修這門課。,"Advantages of this class: 1. Exposure to multiple income tax issues: In terms of course design, students will be allowed to make online speeches on several income tax issues (such as the storage and abolition of deductions, and the expansion of the book review system), allowing students to learn from theoretical and practical aspects. This makes students more familiar with these issues. 2. Teacher Zhou is a very kind teacher who is willing to interact with students during and after class. I am very grateful to the teacher for teaching this semester, and I also recommend interested students to take this course.",751,90,0,1,0.9991015195846558
630cf1b940e337e60fce037f,老師講得很清楚，課堂也會請很多講師來補充更多實務觀念，收穫非常多!,"The teacher explained it very clearly, and many lecturers will be invited to add more practical concepts in the classroom, and I have gained a lot!",806,89,0,3,0.9996362924575806
630cf1b940e337e60fce03a9,不太懂這堂課在幹嘛,I don't understand what this class is doing,801,84,0,1,0.0006120204925537109
630cf1b840e337e60fce02c9,老師的口訣對學習幫助很大,The teacher's formula is very helpful for learning,113,77,0,1,0.9986540079116821
630cf1b940e337e60fce0354,老師很棒,great teacher,792,93,0,1,0.9998414516448975
630cf1b840e337e60fce02eb,很可惜最後必須遠距上課，真的很喜歡排球課!!! (雖然我打得很爛),"Sad to end up having to take lessons remotely, really enjoyed the volleyball lessons!!! (although I played badly)",113,77,0,1,0.9836246967315674
630cf1b840e337e60fce02e2,希望老師的麥克風清楚一點,I hope the teacher's microphone is clearer,115,77,0,1,0.008344888687133789
630cf1b940e337e60fce0345,有提供教學錄影讓學生能自由選擇上課時間。也許是因為我太笨，總覺得老師教得不太好理解，但老師也很體貼像我這樣的笨學生，不會出作業刁難，沒有小考，期中期末也很溫柔。,"Teaching videos are provided so that students can freely choose the class time. Maybe it's because I'm too stupid, I always feel that the teacher's teaching is not very easy to understand, but the teacher is also very considerate to a stupid student like me, he won't make things difficult for him with homework, there are no quizzes, and he is very gentle at the end of the midterm and the end of the semester.",792,93,0,1,0.9876762628555298
630cf1b940e337e60fce0403,時事分享不但可以認識國際上的大小事，也可以練到日文，期末的兩次日文報告也練到了閱讀與口說，雖然準備耗時但很有收穫，感覺有提高我對於日文學習的動力，謝謝老師這學期的指導。,"The sharing of current affairs not only allowed me to understand international events, but also practiced Japanese. The two Japanese reports at the end of the semester also practiced reading and speaking. Although the preparation was time-consuming, it was very rewarding. I feel that it has improved my motivation for learning Japanese. Thank you teacher for your guidance this semester.",70,101,2,1,0.9997373223304749
630cf1b940e337e60fce044a,喜歡雅婷的排球課，和同伴練習有任何問題都可以馬上找老師詢問，課後有問題老師也都會很耐心的回答～,"I like Yating's volleyball class. If you have any questions about practicing with your peers, you can ask the teacher immediately. After class, the teacher will answer patiently~",138,98,0,1,0.9987413287162781
630cf1b840e337e60fce020b,老師上課十分認真，對於觀念的講解也很注重，是一堂可以真的好好學習統計的課，但儘管老師解釋過很多次了，我還是覺得考試時間需要延長，或是減少題目數量，我認為考試的目的在於讓學生確定自己是否吸收了知識，但考試時間太緊湊，基本上沒有時間思考，看到題目必須馬上動筆，否則會寫不完，這似乎會失去考試最一開始的意義，希望老師可以再思考一下。,"The teacher is very serious in class and pays great attention to the explanation of concepts. It is a class where you can really study statistics well. But even though the teacher has explained it many times, I still think that the exam time needs to be extended or the number of questions should be reduced. I think the exam The purpose is to allow students to determine whether they have absorbed the knowledge, but the test time is too tight, there is basically no time to think, and you must start writing immediately when you see the topic, otherwise you will not be able to finish it. This seems to lose the meaning of the test at the beginning. I hope the teacher It's okay to think again.",792,66,0,1,0.0014224052429199219
630cf1b840e337e60fce020d,老師超好，非常體諒學生，講解的也都非常清楚！,"The teacher is super good, very considerate of the students, and the explanations are very clear!",103,66,3,1,0.9998325109481812
630cf1b840e337e60fce01c3,能學到很多東西但又不會造成太大的負擔,Can learn a lot without causing too much burden,800,73,0,1,0.9974145889282227
630cf1b840e337e60fce01c8,希望老師可以多記筆記，音量大聲一點。,I hope the teacher can take more notes and make the volume louder.,800,73,0,1,0.0117112398147583
630cf1b840e337e60fce01ca,老師說明簡單容易理解，但這學期上的有太快，希望能細講課本,"The teacher's explanation is simple and easy to understand, but this semester is too fast, I hope I can explain the textbook in detail",800,73,0,1,0.0008777976036071777
630cf1b840e337e60fce02a6,老師很用心教學～人也很讚,The teacher is very attentive in teaching ~ the people are also very good,121,80,0,1,0.9998444318771362
630cf1b940e337e60fce0337,愛PT 但期末考太難了,Love PT but the final exam is so hard,792,93,0,1,0.005452096462249756
630cf1b940e337e60fce0325,老師很活潑！,The teacher is very lively!,792,93,0,1,0.9998788833618164
630cf1b940e337e60fce0399,英文班比較難聽懂，如果能有中文班的錄影會比較好,"The English class is more difficult to understand, it would be better if there is a video of the Chinese class",678,87,3,1,0.0010818243026733398
630cf1b940e337e60fce03af,老師上課講解的部分聽不太懂，建議可以將上課影片錄影上傳到wm5平台上，這樣學生們再回家寫作業或是考試前預習時，針對上課可能吸收的沒有那麼完整的部分或是不太了解的部分，可以再進行二次吸收。,"I don’t quite understand what the teacher explained in class. It is suggested that you can upload the class videos to the wm5 platform, so that when students go home to do their homework or preview before the exam, they may not be able to absorb the incomplete part or the incomplete part of the class. The part that is too familiar can be absorbed again.",678,87,0,1,0.000544130802154541
630cf1b940e337e60fce03de,這堂課沒有考試，報告居多，學到了蠻多東西！,"There are no exams in this class, and there are mostly reports, so I learned a lot!",802,685,0,3,0.019966423511505127
630cf1b940e337e60fce036c,I think she should speak louder and clearer.,I think she should speak louder and clearer.,151,684,3,1,0.007928073406219482
630cf1b940e337e60fce0341,希望遠距的課程可以直播帶大家操作，而不是要我們看很久以前就錄好的影片，這樣學習效果不彰，而且遇到問題不知道要找誰解決TT,"I hope that the long-distance courses can be broadcast live to guide everyone to operate, instead of requiring us to watch videos recorded a long time ago, which will not be effective in learning, and we don’t know who to turn to when encountering problems TT",17,87,0,3,0.001161038875579834
630cf1b940e337e60fce03ab,教得好,teach well,801,84,0,1,0.9996820688247681
630cf1b940e337e60fce03b5,因為課程內容很複雜，所以希望老師能上傳課程錄影檔，以利課後重聽複習；尤其因為課程當中涉及了非常多統計相關的內容，對於還沒修過的人來說，非常難以在當下就理解。,"Because the content of the course is very complicated, I hope the teacher can upload the video file of the course to facilitate the review after class; especially because the course involves a lot of statistics-related content, it is very difficult for those who have not taken it before. just understand.",678,87,0,1,0.0013052821159362793
630cf1b940e337e60fce0367,but I think I did well in exams and presentation. Grading is also based on class discussion. I think it's not fair for the non-native English speaking students.,but I think I did well in exams and presentation. Grading is also based on class discussion. I think it's not fair for the non-native English speaking students.,151,684,3,1,0.004599511623382568
630cf1b940e337e60fce0390,積極鼓勵學生參與討論，課程個案有深度,"Actively encourage students to participate in discussions, and the course cases are in-depth",805,92,0,3,0.999579131603241
630cf1b840e337e60fce02d4,謝謝老師,"Thank you, teacher",48,81,0,3,0.999835729598999
630cf1b940e337e60fce0310,老師很認真，而且很在乎自己課程的品質與學生的感受。,Teachers are serious and care about the quality of their courses and the feelings of students.,803,94,3,1,0.9998083710670471
630cf1b940e337e60fce0356,很讚！但考試好難><,thumbs up! But the exam is so difficult><,792,93,0,1,0.018082916736602783
630cf1b840e337e60fce02df,老師很讚！,The teacher is great!,813,77,0,3,0.9998756647109985
630cf1b940e337e60fce03ff,Z 老師教的好,Teacher Z is good at teaching,66,101,0,1,0.9997240900993347
630cf1b940e337e60fce0404,老師會跟學生一對一的問話，一開始很有壓力，都不知道怎麼說，但老師會用循循善誘的方式慢慢教你怎麼把想說的東西翻譯成日文，上久了習慣老師的節奏之後，吸收日文的速度也變快了！,"The teacher will ask the students one-on-one. It is very stressful at first, and you don’t know how to say it, but the teacher will slowly teach you how to translate what you want to say into Japanese in a persuasive way. After a long time, you get used to the teacher’s After the rhythm, the speed of absorbing Japanese has also become faster!",70,101,2,1,0.9972113966941833
630cf1b940e337e60fce040e,老師超級用心！謝謝老師讓我學到除了把排球打過網以外的技能XD 實體課時期學了很多姿勢和腳步，線上課時期學了很多新規則！謝謝老師這麼認真備課，傳遞對排球的熱情～,"The teacher is super attentive! Thank you teacher for letting me learn skills other than hitting volleyball over the net XD I learned a lot of posture and footwork during the physical class, and learned a lot of new rules during the online class! Thank you teacher for preparing lessons so carefully and conveying the enthusiasm for volleyball~",138,98,0,1,0.9995970129966736
630cf1b940e337e60fce040f,老師上課認真且會注意學生狀態、學習程度，覺得是很不錯的課,The teacher is serious in class and will pay attention to the status and learning level of the students. I think it is a very good class.,138,98,0,1,0.9998310804367065
630cf1ba40e337e60fce0457,小考的題目可以刪減一些，或者是把時間延長，因為最後兩次想考都有點寫不完。老師辛苦了，謝謝！,"The questions of the quiz can be cut down, or the time can be extended, because the last two exams are too much to finish. The teacher has worked hard, thank you!",764,686,0,1,0.9579061269760132
630cf1ba40e337e60fce045e,希望老師選用教材及平台的時候能夠慎選，在某些章節教授的並非購買教材的內容，有點沒東西讀，身邊很認真上課的同學也說看不懂該章講義。,"I hope that teachers can choose carefully when choosing textbooks and platforms. In some chapters, what is taught is not the content of purchased textbooks.",764,686,0,1,0.0067937374114990234
630cf1b940e337e60fce043f,老師人真的超好!選早8的好處就是班級人數少，老師較有充裕的時間解決學生的問題，老師也很有熱情幫助學生!,"The teachers are really nice! The advantage of choosing early 8 is that the class size is small, the teachers have more time to solve the students' problems, and the teachers are also very enthusiastic to help the students!",138,98,0,1,0.99967360496521
630cf1b840e337e60fce02a8,在做動作時除了要配合呼吸外，也要配合老師的指示。但有時候老師一句話講太久，就會有點難讓呼吸、動作跟指示一起配合。希望老師可以先把需要說明的說明好，在帶學生跟著指示動作的時候可以簡單的幾個字就好。,"In addition to cooperating with breathing when doing movements, you must also cooperate with the teacher's instructions. But sometimes the teacher speaks for too long in a sentence, and it will be a little difficult for breathing, movement and instructions to cooperate. I hope the teacher can explain what needs to be explained first, and just a few simple words when leading the students to follow the instructions.",121,80,0,1,0.0006864070892333984
630cf1b940e337e60fce032f,希望佩婷可以不要用晶晶體上課...,I hope that Peiting can stop using Jingjing in class...,792,93,0,1,0.0004978179931640625
630cf1b940e337e60fce032b,沒有,No,792,93,0,1,0.003554046154022217
630cf1b940e337e60fce03eb,老師很認真，對每個同學都很鼓勵！,The teacher is very serious and encourages every student!,147,103,0,3,0.9997583031654358
630cf1b940e337e60fce0330,珮婷是天使！！！ 遠距除了上課影片還有考古題講解跟重點整理，複習起來很方便，珮婷讚讚,"Pei Ting is an angel! ! ! In addition to class videos, there are also archaeological question explanations and key points in the distance. It is very convenient to review. Pei Ting praises it",792,93,0,1,0.9981281161308289
630cf1b940e337e60fce03c9,老師用心，喜歡與學生互動,The teacher is attentive and likes to interact with the students,764,92,0,1,0.9996669292449951
630cf1b940e337e60fce0398,老師上的內容真的有點太難了QQ,The content on the teacher is really a bit too difficult QQ,678,87,3,1,0.00022405385971069336
630cf1b940e337e60fce03a5,課程內容詳盡，教學網站資源豐富，有時也會分享時事，教師在此領域相當專業。,"The course content is detailed, the teaching website is rich in resources, and sometimes current events are shared, and the teachers are quite professional in this field.",801,84,0,1,0.9998210072517395
630cf1b940e337e60fce0343,good,good,17,87,0,3,0.9998161196708679
630cf1b940e337e60fce033f,希望老師能將課程內容更新至新版的office 尤其acess部分許多操作皆以不同，用舊版教材會較難理解,"I hope the teacher can update the course content to the new version of office, especially many operations in the acess part are different, it will be difficult to understand with the old version of the textbook",17,87,0,3,0.0008932948112487793
630cf1b940e337e60fce039c,sometimes it is hard to get stable internet connection so it is hard to catch up.,Sometimes it is hard to get stable internet connection so it is hard to catch up.,678,87,3,1,0.0002421736717224121
630cf1b840e337e60fce02bb,很好,very good,808,80,0,1,0.9998520612716675
630cf1b940e337e60fce031b,致遠老師很可愛，給人很親切、沒有太多距離感的感覺！上課很用心，也很樂意跟學生討論、給予意見，超級讚~~~ 期末的專案作業在助教課也會有逐步的帶領和教學，讓學生比較不會無所適從。,"Teacher Zhiyuan is very cute, very friendly, without too much distance feeling! I am very attentive in class, and I am also happy to discuss with students and give advice, which is super good~~~ The final project assignments will also be guided and taught step by step in the teaching assistant class, so that students will not be at a loss.",803,94,3,1,0.9998406171798706
630cf1b940e337e60fce03d3,很多時候都只有簡單帶過，可能老師以為我們應該已經知道了還是怎樣，不過實際上我們根本就無法理解，要考試了還是覺得很抽象（像commit read write那一部分 當然還有其他地方）然後雖然課程是連貫性的沒錯，不過期末考感覺沒有必要連期中的範圍也一起考⋯⋯期末真的很重很多事情，這堂課的loading有點太大了，就算是必修但還是讓人喘不太過氣。另外研究教室的麥克風不能離音響太近也不能對準到它，不然會一直發出干涉的聲音，非常不舒服,"Most of the time, it’s just a simple introduction. Maybe the teacher thought we should already know it or something, but in fact we can’t understand it at all. It’s still very abstract when we have to take the exam (like the part of commit read write, of course there are other places) and although It’s true that the courses are coherent, but I don’t think it’s necessary to take the midterm exam together with the final exam. The final exam is really heavy on a lot of things. The loading of this class is a bit too big. Even if it’s compulsory, it’s still breathless Passed. In addition, the microphone in the research classroom should not be too close to the speaker or aimed at it, otherwise it will always make interference sounds, which is very uncomfortable",803,94,0,1,0.0008659958839416504
630cf1b940e337e60fce03ce,真的很喜歡上老師的課，非常有趣，謝謝老師 辛苦了！,"I really like the teacher's class, it is very interesting, thank you teacher for your hard work!",803,94,0,1,0.9998668432235718
630cf1b940e337e60fce0350,上課內容很充實，整學期下來獲益良多，謝謝老師與助教！,"The content of the class is very substantial, and I have benefited a lot throughout the semester. Thank you teachers and teaching assistants!",792,93,0,1,0.9998712539672852
630cf1b840e337e60fce02e9,上課進度太快,Class progress too fast,113,77,0,1,0.008523762226104736
630cf1b940e337e60fce0316,覺得老師會將中英文的課程錄影都上傳，對於課後複習的幫助真的非常大。,"I think the teacher will upload both Chinese and English class videos, which is really helpful for after-class review.",803,94,3,1,0.7650580406188965
630cf1b940e337e60fce0348,實體課蠻親近的~,The physical class is quite close~,792,93,0,1,0.9986245632171631
630cf1b840e337e60fce02db,老師很認真也很尊重學生想法，上課內容很有趣，每次上完都對身體有更深的認識，可惜後來轉為全線上，老師辛苦了～,"The teacher is very serious and respects the students' ideas. The content of the class is very interesting. Every time I finish the class, I have a deeper understanding of the body. It is a pity that it has been switched to full online. The teacher has worked hard~",121,80,0,1,0.9932807087898254
630cf1b940e337e60fce034a,講解題目的時候可以清楚一些、慢一些,"When explaining the topic, you can be clearer and slower",792,93,0,1,0.002501189708709717
630cf1b940e337e60fce044b,謝謝老師耐心地幫我修正動作。,Thank you teacher for patiently helping me correct my movements.,138,98,0,1,0.9996892213821411
630cf1b940e337e60fce0426,老師人很好，超可愛的，不過希望可以增加文法講解或課文中的文法解釋延伸，上課可能有一半的時間都在等別人的回答或是造句，能學的東西比較有限。,"The teacher is very nice and super cute, but I hope to add grammar explanations or extensions of grammar explanations in the text, maybe half of the time in class is waiting for others' answers or making sentences, and there are limited things to learn.",146,100,2,3,0.004507660865783691
630cf1b940e337e60fce0418,最後線上考試的內容和實際課堂內容有不小落差(雖然跟遠距也有關係，能感覺老師有想努力克服)但若能考量學生對進攻等比較有難度的內容，較難掌握，可能可以更好一點,"In the end, there is a big gap between the content of the online test and the actual classroom content (although it is also related to the distance, and I can feel that the teacher is trying to overcome it), but if you can consider that students are more difficult to master content such as offense, you may be able to improve it. better",138,98,0,1,0.003379344940185547
630cf1ba40e337e60fce0456,謝謝老師非常用心準備的講義，能感受到老師想讓我們學好初會的努力與付出！您辛苦了～,Thank you teacher for preparing the handouts very carefully. I can feel the teacher's hard work and dedication in wanting us to learn the first meeting well! You worked hard~,764,686,0,1,0.999659538269043
630cf1b840e337e60fce0218,老師講課仔細，讓我把統計都複習一遍了,The teacher lectured carefully and asked me to review all the statistics,103,66,3,1,0.12121713161468506
630cf1b840e337e60fce01d2,民法不點名 沒來的舉手,"Civil law does not call names, those who did not show up raise their hands",800,73,0,1,0.07114255428314209
630cf1b840e337e60fce01d6,老師人很好，希望老師身體健康,"The teacher is very good, I hope the teacher is healthy",800,73,0,1,0.9998428821563721
630cf1b840e337e60fce01da,這學期的課程因為時間的關係，很多內容必須跳過或很快帶過，自己需要花比較多時間讀書，不然很容易沒學到東西或跟不上進度，考試也不好準備,"Due to time constraints, many courses in this semester have to be skipped or taken over quickly. I need to spend more time on reading, otherwise it is easy to fail to learn or keep up with the progress, and it is difficult to prepare for the exam.",800,73,0,1,0.00035691261291503906
630cf1b840e337e60fce026b,我覺得老師講課其實很有趣，會讓人想一直聽,I think the teacher's lectures are actually very interesting and make people want to listen to them all the time.,814,72,0,3,0.9988734126091003
630cf1b940e337e60fce0338,提供同步和不同步的教學方式很讚！,Great way to offer synchronous and asynchronous teaching!,792,93,0,1,0.9996126294136047
630cf1b940e337e60fce0329,老師人很好 樂意處理學生問題,The teachers are very nice and willing to deal with students' problems,792,93,0,1,0.9997881054878235
630cf1b940e337e60fce033b,很棒,great,792,93,0,1,0.9998630285263062
630cf1b940e337e60fce0332,PT人很好，善良美麗的老師，線上課程可以重複看很方便～ 教的也很好，統計滿有趣的,"PT is very nice, kind and beautiful teacher, it is very convenient to watch the online course repeatedly ~ the teaching is also very good, the statistics are full of interesting",792,93,0,1,0.9998239874839783
630cf1b940e337e60fce038f,教授非常和藹可親又非常專業，帶我們認識了很多知名的商業舞弊個案，讓我獲益良多！在個案研討之外，也提供了許多從不同視角的想法，真的是很珍貴的經驗！謝謝教授！,"The professor is very amiable and professional. He brought us to know many well-known commercial fraud cases, which benefited me a lot! In addition to the case study, it also provides many ideas from different perspectives, which is really a precious experience! Thank you professor!",805,92,0,3,0.9998575448989868
630cf1b940e337e60fce03b4,老師上課認真，越到後面東西越難，快撐不住了......,"The teacher is serious in class, and things get harder as you go to the back, and you can't hold it anymore...",678,87,0,1,0.08006829023361206
630cf1b940e337e60fce0340,十分推薦,highly recommended,17,87,0,3,0.9998292922973633
630cf1b940e337e60fce03dd,老師教學很用心，善於鼓勵同學發言；老師傳遞給同學對於人生和財務得價值觀，是一生受用的。,The teacher is very attentive in teaching and is good at encouraging students to speak; the value of life and finance that the teacher passes on to the students will be useful for a lifetime.,802,685,0,3,0.9997422099113464
630cf1b840e337e60fce02ea,以初級來說教這麼多攻擊有點太難了( ；´Д｀),It's a bit too difficult to teach so many attacks for beginners ( ;´Д｀),113,77,0,1,0.00021320581436157227
630cf1b840e337e60fce02be,老師人很好也很細心，但也有可能是因為太細心了，一點很小很小的事情老師都會叮嚀很久 這學期也因為遠距加上很多變故導致後半學期沒上到什麼課🥲有點可惜,"The teacher is very nice and caring, but it may also be because she is too careful. The teacher will remind me for a long time about even the smallest things. In this semester, due to the distance and many changes, I didn’t have any classes in the second half of the semester. It’s a pity.",808,80,0,1,0.03205132484436035
630cf1b840e337e60fce02e3,雖然是中級但不會很難 而且老師人好給分大方～ 讚讚,"Although it is an intermediate level, it will not be difficult, and the teacher is so kind and generous~ Praise",115,77,0,1,0.9998549222946167
630cf1b940e337e60fce0358,感謝老師提供線上非同步影片，不過希望部分章節的教學速度能夠放慢，以多種方式解釋較艱澀的觀念,"Thanks to the teacher for providing online asynchronous videos, but I hope that the teaching speed of some chapters can be slowed down, and more difficult concepts can be explained in multiple ways",792,93,0,1,0.0023676156997680664
630cf1b940e337e60fce034f,除了統計學所學知識外，期末的程式專案也蠻有趣的,"In addition to the knowledge learned in statistics, the programming project at the end of the term is also quite interesting",792,93,0,1,0.9992706179618835
630cf1b840e337e60fce02d9,很喜歡這堂課，也很喜歡老師上課的氛圍！ 覺得是我在很有作業考試活動壓力的這學期幫助我紓解壓力以及調整身心狀態的一堂課！,"I really like this class, and I also like the atmosphere of the teacher's class! I think it is a class that helped me relieve stress and adjust my physical and mental state during the semester when I was very stressed with homework and exam activities!",121,80,0,1,0.9994612336158752
630cf1b940e337e60fce0311,最用心的教授，沒有之一 特別強調一下，正課的內容比 ta 課豐富很多,"The most attentive professor, none of them. I would like to emphasize that the content of the main class is much richer than that of the TA class.",803,94,3,1,0.9905005097389221
630cf1b840e337e60fce02f7,希望遠距也能像實體一樣提供表格或是統整圖(PDF的註記有點零散),I hope that the distance can also provide a table or a unified map like an entity (the annotations in the PDF are a bit scattered),804,79,0,2,0.00029283761978149414
630cf1b940e337e60fce0445,雅婷超棒 大家都來修,"Yating is awesome, everyone is here to fix it",138,98,0,1,0.999765932559967
630cf1ba40e337e60fce0463,教學內容清晰，但建議講課時候，可以更清晰說明,"The teaching content is clear, but it is recommended to explain more clearly during the lecture",764,686,0,1,0.9366844892501831
630cf1b940e337e60fce0417,謝謝雅婷老師認真又有趣的教學～～ 讓我們上課練基本功＋打比賽很好玩,"Thank you, Teacher Yating, for your serious and interesting teaching~~ Let us practice basic skills in class + play games is fun",138,98,0,1,0.9998577833175659
630cf1b940e337e60fce041a,老師真的好讚，除了每次上課都很認真，課後決定小組收球網的方式多很特別、有趣。,"The teacher is really good. In addition to being serious in every class, there are many special and interesting ways to decide the group to collect the net after class.",142,98,0,1,0.9998657703399658
630cf1b940e337e60fce041c,老師上課真的很用心！雖然因為疫情的關係，下半學期沒有辦法實體進行，但是看得出來老師還是很認真的準備了教材。有點可惜因為線上課沒辦法打球，但希望之後如果有機會，能夠再修到老師的課！,"The teacher is really attentive in class! Although due to the epidemic situation, there is no way to carry out the second half of the semester, it can be seen that the teacher has prepared the teaching materials seriously. It's a pity that I can't play basketball because of the online class, but I hope that if I have the opportunity in the future, I can take the teacher's class again!",142,98,0,1,0.9868118166923523
630cf1ba40e337e60fce04b9,采薇老師很認真！,Teacher Caiwei is very serious!,815,107,0,3,0.9997019171714783
630cf1b940e337e60fce0440,老師很有耐心～,The teacher is very patient~,138,98,0,1,0.9970580339431763
630cf1ba40e337e60fce048c,老師的課很有趣，也總是很溫柔地聽學生練習。可以沒有負擔的練習說日文，謝謝老師。,"The teacher's class is very interesting, and he always listens to the students' exercises gently. I can practice speaking Japanese without burden, thank you teacher.",70,100,2,1,0.9998243451118469
630cf1b940e337e60fce0448,老師的課程安排很適合初級學生，也很喜歡收操的時候老師會教我們生活上有趣的健康知識！,"The teacher's class arrangement is very suitable for junior students, and I also like that the teacher will teach us interesting health knowledge in life during the exercise!",138,98,0,1,0.9997703433036804
630cf1ba40e337e60fce0468,讚‘,great',812,106,3,3,0.9998698234558105
630cf1b940e337e60fce0454,如果有問題都可以問老師，老師都會慢慢指導。也用比較輕鬆的方式來教導大家。,"If you have any questions, you can ask the teacher, and the teacher will guide you slowly. Also teach you in a more relaxed way.",138,98,0,1,0.9996167421340942
630cf1ba40e337e60fce046b,希望老師掌握課程進度，並讓教學內容更有組織。,It is hoped that the teacher can grasp the progress of the course and make the teaching content more organized.,812,106,3,3,0.06770163774490356
630cf1b940e337e60fce041e,謝謝老師!課程超好玩的而且學到很多!,Thank you teacher! The course was super fun and I learned a lot!,142,98,0,1,0.9998440742492676
630cf1ba40e337e60fce048e,老師人很好，平常上課基本上就是照課本內容，我覺得可以多補充一點別的用法之類的！,"The teacher is very kind, and the usual class is basically based on the content of the textbook. I think I can add some other usages and the like!",70,100,2,1,0.9979307651519775
630cf1ba40e337e60fce047b,孫老師有本事請到這麼多縣市首長，非常敬佩。,"Teacher Sun has the ability to invite the heads of so many counties and cities, and I admire him very much.",816,106,0,3,0.9998279809951782
630cf1ba40e337e60fce048d,老師人非常好，喜歡老師的課！,"The teacher is very nice, I like the teacher's class!",70,100,2,1,0.9998371601104736
630cf1b940e337e60fce0413,很可惜遠距後不能實體學習排球技能 但可以看出老師的用心！下次有機會會再選中級,"It's a pity that I can't learn volleyball skills after a long distance, but I can see the teacher's intentions! Next time I have a chance, I will choose another level",138,98,0,1,0.9976052045822144
630cf1b940e337e60fce0420,老師上課真的很認真，節奏氣氛都掌握的很好，上起課來很舒服！,"The teacher is really serious in class, the rhythm and atmosphere are well mastered, and the class is very comfortable!",142,98,0,1,0.9998553991317749
